State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
NC,103,415,396-4845,no,no,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,False.
OR,98,415,378-6772,yes,no,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,False.
NH,78,408,353-4296,no,no,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,False.
AK,50,408,362-8331,no,no,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,False.
OR,161,415,362-4685,no,no,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,False.
KS,67,408,383-1431,no,no,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7,3,1.89,0,False.
WV,86,415,332-2258,no,yes,38,123,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,False.
GA,92,510,375-8304,no,no,0,208,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,False.
NM,174,415,340-5580,no,no,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,False.
OH,124,510,362-1490,no,no,0,193,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,False.
ND,132,415,336-4281,no,yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,False.
RI,190,415,361-1315,no,yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,False.
HI,101,510,342-5906,no,no,0,93.8,127,15.95,150,104,12.75,241.1,116,10.85,10.7,2,2.89,1,False.
WY,185,415,405-7904,yes,yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,False.
NY,68,415,349-4762,no,yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,False.
KS,117,510,385-3263,no,yes,25,216,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,False.
LA,118,408,405-9496,no,no,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,False.
PA,124,415,396-6775,no,no,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,False.
NV,22,510,393-6475,no,no,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,False.
MN,75,415,379-7779,no,no,0,143.2,92,24.34,209.1,142,17.77,173,96,7.79,11.9,9,3.21,1,False.
PA,134,408,408-8650,no,no,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5,9,1.35,1,False.
MO,164,408,400-3497,no,yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,False.
NY,44,510,407-9244,no,no,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,False.
ME,177,415,406-8809,no,no,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,False.
NH,110,408,358-1778,no,no,0,162,81,27.54,247.5,89,21.04,155.5,99,7,8.9,8,2.4,0,False.
WY,53,415,337-4339,no,yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,False.
NY,108,415,344-7197,no,no,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,True.
ME,80,408,333-7631,no,no,0,322.3,113,54.79,222,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True.
MN,158,408,372-6623,no,no,0,209.9,112,35.68,221.3,82,18.81,210,93,9.45,8.2,3,2.21,1,False.
OH,114,415,363-2602,no,no,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0,0,0,0,False.
NC,64,408,387-7757,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,False.
SD,88,415,397-5381,no,no,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,False.
UT,82,510,406-4604,yes,no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,False.
KY,111,415,376-9513,no,no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,False.
MT,60,408,360-1852,no,no,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,False.
NJ,113,408,421-7270,no,no,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,False.
FL,109,408,371-9482,no,no,0,217,115,36.89,207,142,17.6,268,106,12.06,8.2,4,2.21,1,False.
IN,105,510,337-4101,no,yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,False.
DE,85,510,420-2796,no,no,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,False.
AL,131,510,366-4225,no,no,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,False.
ME,59,510,398-4567,no,no,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10,3,2.7,2,False.
SD,148,408,388-4571,no,no,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,False.
VA,210,408,360-8666,no,no,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,False.
AK,115,415,333-3704,no,no,0,245.2,105,41.68,159,109,13.52,229.9,74,10.35,7.2,8,1.94,0,False.
ID,106,510,383-2566,no,no,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6,3,1.62,1,False.
RI,93,415,406-5584,no,no,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,False.
KY,57,415,344-4691,no,yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13,2,3.51,1,False.
ND,98,510,347-9737,no,no,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,False.
HI,157,415,333-7961,no,no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,False.
WI,116,415,364-2439,no,yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,False.
WV,30,510,411-8043,no,no,0,162.3,96,27.59,244,122,20.74,180.1,89,8.1,9.1,4,2.46,2,False.
NJ,111,510,332-5084,no,no,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,True.
KS,52,415,413-4831,no,no,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,False.
AL,72,415,343-4806,no,no,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,False.
NJ,135,510,401-8735,no,yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,True.
NC,86,510,391-8626,no,no,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,False.
DE,98,415,327-5817,no,yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,False.
WY,151,510,381-4712,no,no,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,False.
ID,118,415,335-3320,no,no,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,False.
NY,117,415,415-8780,no,no,0,144.6,115,24.58,258.8,66,22,253.2,113,11.39,7.4,9,2,2,False.
MO,55,510,362-1146,no,no,0,189,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,False.
ID,82,408,352-7413,no,no,0,101,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,False.
IA,152,415,387-6716,no,no,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,False.
TN,108,408,352-1127,no,yes,15,165.1,85,28.07,267,93,22.7,250.7,114,11.28,10.9,4,2.94,1,False.
OH,98,408,368-1288,no,no,0,165,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,True.
IL,130,415,403-5279,no,no,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,False.
FL,136,408,397-9333,yes,no,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,False.
MA,47,415,411-7353,no,no,0,155.3,116,26.4,188.2,85,16,247,73,11.12,12.3,4,3.32,3,False.
OK,189,415,383-2537,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,False.
KY,107,415,330-4419,no,no,0,157.1,79,26.71,162.6,124,13.82,150,138,6.75,12.1,6,3.27,1,False.
MI,91,415,390-7930,no,no,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,True.
NE,159,415,362-5111,no,no,0,189.1,105,32.15,246.1,147,20.92,242,106,10.89,10.4,5,2.81,1,True.
VA,11,408,358-6796,no,yes,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10,3,2.7,2,False.
NY,167,415,409-7494,no,no,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,False.
MT,111,408,400-1636,no,no,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,False.
VT,99,408,389-2747,no,yes,19,87.7,103,14.91,223,86,18.96,182.3,112,8.2,7.3,4,1.97,2,False.
KS,159,415,415-2176,no,yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,False.
VA,114,415,377-8067,yes,yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,False.
AL,71,415,362-7835,no,no,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9,2,2.43,2,False.
PA,122,415,361-5225,no,no,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,False.
AL,100,408,333-3447,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13,5,3.51,1,False.
WV,83,415,341-3044,no,yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,False.
NV,64,408,350-7306,no,no,0,148.1,73,25.18,164.9,101,14.02,216,125,9.72,12.3,2,3.32,5,True.
TN,105,408,353-8849,no,no,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9,3,2.43,1,False.
ID,144,415,402-3476,no,yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,False.
WY,106,415,338-6018,yes,yes,26,270.3,111,45.95,215.2,90,18.29,254,133,11.43,14.4,7,3.89,1,True.
TX,19,510,409-3520,no,yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,False.
MA,46,408,357-1085,no,no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,False.
IL,127,510,353-3285,no,no,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,False.
LA,9,415,409-9885,no,yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,False.
CO,157,415,388-7701,no,no,0,196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,False.
UT,105,415,385-8184,no,no,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,True.
MI,105,415,345-2863,no,yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0,False.
NH,155,408,353-6300,no,no,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,False.
ID,31,415,389-5649,no,no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,False.
WA,161,415,378-8137,no,no,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4,5,1.08,1,False.
MN,95,408,340-4627,no,yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,False.
NY,122,415,352-6833,no,no,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,False.
MD,37,415,420-2000,yes,no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,False.
GA,132,415,368-5437,no,no,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,True.
HI,119,408,418-8170,no,yes,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,False.
AL,16,408,403-9417,no,no,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,False.
CT,99,408,330-6165,no,no,0,95.4,105,16.22,207.2,101,17.61,136,117,6.12,5.6,5,1.51,1,False.
CO,76,408,412-4185,no,yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,False.
KS,167,415,409-4734,no,no,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3,4,True.
NJ,129,415,348-9828,no,no,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,False.
FL,116,408,418-8850,no,no,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,False.
CA,60,415,330-8351,yes,no,0,183,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3,1,False.
KS,128,415,347-7773,no,no,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,False.
TX,47,408,392-6841,no,yes,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,False.
MN,40,510,354-2189,yes,no,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,False.
AK,173,510,349-9060,no,no,0,172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,0,False.
OR,157,510,334-1311,no,yes,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,False.
MS,66,408,415-3120,no,yes,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12,3,3.24,2,False.
VT,50,415,387-5891,yes,yes,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8,3,2.16,0,False.
UT,72,415,368-8026,no,no,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,False.
KS,130,510,332-9446,no,no,0,154,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,False.
NV,143,408,393-5284,no,no,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,False.
DE,89,510,376-1677,yes,no,0,125.6,108,21.35,213,90,18.11,181.7,108,8.18,5.4,5,1.46,1,False.
IN,108,415,392-2268,no,no,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,False.
TX,32,408,396-4311,no,no,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,False.
MA,166,415,363-4005,no,no,0,203.4,81,34.58,167.7,110,14.25,132,124,5.94,9.2,5,2.48,2,False.
VT,109,408,344-9966,no,no,0,222.2,113,37.77,218.5,122,18.57,266,88,11.97,10.9,5,2.94,1,False.
CA,72,408,337-7377,no,yes,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,False.
IA,134,415,373-7037,no,yes,32,216.8,78,36.86,102.2,111,8.69,174,83,7.83,8.6,2,2.32,0,False.
NH,13,415,356-7580,no,no,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,False.
GA,90,415,390-3401,no,no,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,False.
WI,111,415,350-9313,no,yes,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,False.
CO,101,408,420-9009,no,yes,23,262.2,101,44.57,157,80,13.35,129.1,100,5.81,7.3,14,1.97,1,False.
SC,72,415,415-2641,no,no,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,False.
MI,67,510,392-4929,no,yes,35,245.4,89,41.72,148.2,102,12.6,274,136,12.33,7.5,6,2.03,1,False.
MD,172,408,346-5068,no,no,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,True.
IN,154,510,389-2631,no,yes,32,192.3,82,32.69,165.3,134,14.05,205,74,9.23,9,1,2.43,2,False.
ME,69,510,368-3808,no,no,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,False.
DC,123,415,406-8599,no,no,0,211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,3,False.
TN,130,415,386-7456,no,yes,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,False.
FL,142,415,357-4936,no,yes,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,False.
WA,29,415,397-7411,no,no,0,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1,False.
HI,87,408,353-6218,no,yes,28,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,0,False.
NE,149,415,369-5942,no,no,0,156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,0,False.
TN,146,408,416-8543,yes,no,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,False.
MD,88,415,358-4576,yes,no,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,True.
NM,119,415,352-5118,yes,yes,15,160,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,True.
VT,48,510,408-2621,no,no,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,False.
OR,135,415,353-3994,no,no,0,194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,1,False.
IN,100,510,367-4277,no,no,0,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1,False.
MO,98,415,354-3237,no,no,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,False.
FL,75,510,394-8504,no,yes,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,False.
DC,180,415,370-4139,no,yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,False.
VT,100,415,382-6135,no,yes,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,False.
OH,119,415,359-5718,no,yes,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,2,False.
MO,86,415,385-3111,no,no,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,False.
LA,155,408,353-4880,no,yes,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,False.
IL,78,415,343-7019,yes,no,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,True.
NJ,153,415,419-6133,no,no,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,False.
IA,92,510,350-7344,no,yes,25,134,112,22.78,206,111,17.51,180.6,118,8.13,9.7,4,2.62,0,False.
WA,13,510,397-6064,no,yes,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,False.
NE,154,415,363-6896,no,no,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,False.
CT,144,510,416-9021,yes,yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,False.
WV,48,408,408-3269,no,no,0,275.2,67,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,1,False.
ND,94,408,408-9463,no,no,0,174,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,False.
UT,139,415,340-7062,no,no,0,165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,False.
MS,126,415,417-4309,no,no,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,False.
MN,122,415,421-2659,no,no,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,False.
NH,139,510,383-2017,no,no,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,False.
LA,95,415,411-6294,no,no,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,False.
ME,80,408,332-9525,no,yes,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,False.
KS,131,415,401-5012,no,yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,False.
KS,36,510,368-8835,no,no,0,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1,False.
NV,180,510,351-1382,no,no,0,139,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,False.
MT,25,415,359-7694,no,no,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,False.
MT,113,415,419-5505,no,no,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,False.
ID,88,415,341-4570,no,yes,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,False.
AK,120,415,366-6991,no,no,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,False.
UT,74,415,377-7399,no,no,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,False.
AR,109,510,377-9092,no,no,0,170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,2,False.
LA,162,510,373-6681,no,yes,33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,False.
KS,124,510,417-7736,no,yes,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,False.
OR,177,408,393-2812,no,no,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,False.
WI,91,510,398-3176,no,no,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,False.
CO,105,408,334-8694,no,no,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,True.
KS,24,510,369-5449,no,no,0,243,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,True.
IL,48,510,380-5246,no,no,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,False.
IA,86,408,390-3873,no,no,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,False.
AZ,163,510,354-4568,no,no,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,False.
NE,91,510,339-6968,no,no,0,159,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,False.
ID,56,510,379-5933,no,no,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,False.
OH,147,415,365-5682,yes,yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,False.
TX,64,415,382-8518,no,no,0,168,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,False.
TN,108,510,356-8449,no,yes,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,True.
OK,159,510,333-3460,no,no,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,False.
ND,136,510,375-8596,yes,no,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,False.
MT,116,415,384-5907,no,yes,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11,2,2.97,1,False.
NC,45,408,373-2903,no,yes,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,False.
MN,122,415,361-7702,no,no,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,False.
MN,138,415,388-5850,no,no,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9,3,2.43,5,False.
MA,132,415,405-6298,no,no,0,117.6,66,19.99,214,108,18.19,239.5,94,10.78,8.8,5,2.38,1,False.
PA,101,415,368-2074,yes,no,0,193.7,108,32.93,186.6,98,15.86,223,100,10.04,11.6,8,3.13,0,False.
GA,58,510,328-5050,no,no,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2,False.
NV,81,415,395-5783,no,no,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,False.
TX,87,415,420-7301,no,no,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,False.
ME,116,510,328-2478,no,no,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,False.
RI,85,415,381-2460,yes,no,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,False.
MN,62,510,390-9811,no,yes,33,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,2,True.
NH,90,415,373-5670,no,no,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,False.
TN,98,415,351-7016,no,no,0,162.8,65,27.68,185,109,15.73,219.5,104,9.88,6,3,1.62,2,False.
UT,73,415,394-9934,no,no,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18,5,4.86,1,False.
RI,107,510,422-8268,yes,no,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,False.
NH,55,408,373-7690,no,yes,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,False.
AK,76,415,366-9781,no,yes,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,False.
NC,30,510,404-5427,no,no,0,145,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3,False.
AZ,157,415,389-9783,no,no,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,False.
MA,40,408,351-7005,no,yes,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,True.
TN,72,408,348-2009,no,no,0,147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,False.
WY,95,415,340-4236,no,yes,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1,False.
IA,42,415,348-1528,no,no,0,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9,3,2.43,0,False.
IN,86,415,365-5039,no,no,0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1,False.
NJ,131,415,411-1810,no,no,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,False.
FL,55,510,364-7644,no,yes,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11,5,2.97,4,True.
MT,74,415,335-9066,no,no,0,162.7,102,27.66,292,105,24.82,183.3,80,8.25,8.7,6,2.35,0,False.
ND,81,408,362-7581,yes,yes,37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1,False.
